Freshness,Review
2," Even though we could reasonably wonder if there had to be yet another one of these blasted suburban satires, at least Revolutionary Road is a pretty good entry in the field."
0," What could have been a roguish send-up of marriage, technology, and all that falls in between is reduced to a cloying feel-good fable about reciprocal altruism in the face of total annihilation."
2," Thank goodness for Fey, who lends this sitcom soap a credible emotional center."
2," It may be little more than an expensive arcade game for overgrown kids, but it moves too fast for critical flak to stick."
2, It definitely rang true to me.
2," The Class, an Oscar-nominated French film about a Paris middle school, should be required viewing for anybody considering a career in teaching."
0," Crude, stupid, shallow and infantile; towards the end of That Awkward Moment, a taxi hits one of the characters, obviously for ""comic"" effect. I gave that cab a standing ovation and was bereft to discover it didn't finish the job."
2, A big cool fun movie.
0, Too much minutia and drilling.
2," While hardly a riveting spy story, this documentary reveals much of whistleblower Edward Snowden's character while warning of a dangerous loss of civil liberties in America."
2," While the meandering pace, which doesn't create any sense of urgency, may be a bit slow for some viewers, this is a richly drawn and rewarding film that stays with you."
2, An energetic and tantalizing film that promises more than it can ultimately deliver
0," The problem is that for most of the running time, How Do You Know meanders and has a hard time finding the right tone, lurching forward from one scene to the next."
0," Abrahamson seems fascinated with the idea of gothic storytelling, but he hasn't quite got the knack of it."
2," Cave and director John Hillcoat work Matt Bondurant's vivid, brutal prose well and, although it won't win anything in Cannes, Lawless is a cut above most mainstream American crime-dramas."
0," BKB is a greedy, crowded drama that isn't impulsive enough to do justice to each of its littler films. I won't be dwelling on it too much, though."
2," It shows how poetry is capable of creating life even in a policeman and how the humble, anonymous human being needs the poet as much as he needs the people. [Full review in Spanish]"
2," This well-acted, well-written but self-consciously hip seriocomedy could use more of Earl and the dying girl; instead, it's all about Me, Me, Me."
0, This is a tedious tale badly told.
0, Setting new standards in historical inaccuracy.
2," awash in culinary imagery, and it's enough to make you want to run out, purchase some Le Creuset cookware, and start deboning a duck"
0," The script pokes endless fun at American overindulgence, from SUVs to obesity. But the shots are cheap not just because they're so obvious, but because you get the sense no one who made this movie believes any of it."
2," Engaging and emotionally edgy, families don't come more dysfunctional than this one."
2," A remarkable, creative, and thought-provoking drama about treasuring love and sustaining marriage. "
2," Lowery focuses on melancholy moods, inner turmoil and the golden glow of cornfields to create an earnest, leisurely tale of lost souls and last chances."
0," While not about pornography, The Canyons can't help but possess that same lurid whiff of XXX material, from the crotchy, skeevy sweatiness, right down to its poor acting, tossed-off dialogue and visibly low production values..."
2," Won't win the 85-year-old Derbyshire native any new fans, but is nevertheless an absorbing portrait of ""the Beast of Bolsover""."
0," There are moments of charm and it is a sweet story which kids might find entertaining enough, but chances are they will become just as restless as my crowd as the film stretches on."
2," Driver is turning out to be one of the finest actors of the moment, an understated star with a great, non-movie-star face."
2, I laughed pretty much throughout the entirety of American Wedding.
0," Don't Say a Word is a Michael Douglas movie that never stops feeling like a Michael Douglas movie, even when it ought to stop feeling like one."
0, Even cinematographer Adam Suschitzky's richly textured and resonantly toned cityscapes and rural scenes can't make up for a flawed script and weak performances in what might have been a powerful historical drama.
2, Kids doesn't let itself or us off the hook; we're all responsible for what we see. And what we won't see.
2," It tells a full story with three acts, it introduces characters we get to know and care about, and it has something it passionately wants to say."
2, High Fantasy is an inventive and entertaining South African feature that cleverly yokes heavy subject matter to an agile DIY aesthetic.
2, A moderately amusing shaggy dog story that evokes director Wes Anderson's love for human beings with quirky personality traits.
2," Everett's structured his film as a series of memories held loosely together by his various recitations of his fairy tale, his death bed in a cramped Parisian rented room set like a stage play."
2," Benefits from the forceful presence of Sam Worthington (Avatar) in the key role and is full of high flying action, nifty monsters, valiant heroes, plotting villains and impressive CGI."
2," An exciting, beautifully shot look at a subculture through the eyes of one of its most devoted admirers."
2," At least the characters register, and the action is vaguely coherent within the total lack of logic."
2," There are certain productions that wear a broad smile and carry little personality, with director Michel Hazanavicius's valentine to moviemaking days of yore perfectly, utterly, monumentally...fine. "
2," The landscape plays a major role... with its bleak, open spaces, adding to the feeling that the characters and their emotions are curiously incidental."
0," Kiss Kiss, Bang Bang contains a lot of comedy and invention, but doesn't much benefit from its clever style."
0," Starting on Monday, Coogan and Bryden share meals . . . and what passes for conversation. When they're not insufferable, they're boring"
2," Kudos to co-directors Anthony and Joe Russo and the team of writers for juggling more than a dozen comic-book characters and nearly that many plot lines, and only occasionally getting us (and by us I mean ME) lost in the Geek Weeds."
0," With bland protagonists and power figures unpleasant enough for us to want them out of our sight more than we want them defeated, it doesn't do much to hold our interest."
2," Italian filmmaker Stefano Sollima (Suburra, 2025) is a great artist and has no need to envy Villeneuve in terms of his style and his ability to film ugliness and aesthetic violence. [Full review in Spanish]"
2, [Director Chazz] Palminteri seems to have accepted the heavy-handed nature of the screenplay and embraced it whole-heartedly.
2, This is a movie for those who say they don't make 'em like they used to.
0," Justice League is just fine. But considering that the would-be blockbuster features a collection of A-list superheroes, the word ""fine"" is like kryptonite. "
0, ...I prefer my Lynch artistically shackled by the restraints of a film camera.
0," Too often plays like an earnest yet unsatisfying adaptation of a cult graphic novel, with most of the charm lost in translation."
0," The performances find the ideal tone of closure, leaving the future relationship between these three more intriguing than anything established in the film."
0," The set-up here is so sparse it almost plays as a joke, a sneer at the notion that a film with this many car crashes could need something so snobbish as a story. "
2, Not since Marty McFly have we seen someone so in love with being a rocker.
2, Doesn't fully live up to all the expectations but is still enjoyable.
0, About the best that can be said for Mel Gibson's overblown indulgence in sadism is that at least it isn't anti-Semitic.
0," As an alleged witty comedy of humanistic charm, it sags in both, thanks to unfunny predicaments and a phony plot."
0," Great moments stud Bernardo Bertolucci's 2976 Marxist epic, but the end result is ambiguous."
2," If there's a problem with the film, it's the idea that two people would instinctively choose to immerse themselves in unbroken role play."
2," The film stitches together an astounding collection of archival materials, supplemented by period reenactmentsand concepts adapted from Jon Savage's 2007 book of the same name."
0, Lee's latest film feels like several intriguing ideas in search of an over-arching story.
2," Moana is an exceedingly joyful film and every bit the life-affirming catharsis many will be looking for this holiday season, particularly if you have a daughter during these times."
0," If not for classic FM rock songs overstating the obvious it would be tough to identify We Bought a Zoo as a Cameron Crowe movie. This dramedy could come from anyone who spent the past decade not living up to his promise, and sorely needs a hit."
0," Good luck with yourself, Greenberg. But I think I want to break up."
2," The result is a striking hybrid: at once impressionistic and argumentative, focused on individuals but also alert to the role, frequently unheralded, that women played in the civil-rights movement. Not to be missed."
2," Superb, overlooked Vietnam drama may be Brian DePalma's finest hour."
2, The superb performances certainly play an instrumental role in triggering the film's shift from passable to engrossing...
0, A pretentious mess.
0," It's well-shot and stylish, but slow and rather dull, with emotionally distant characters and a weak ending."
0, Predictably ridiculous.
2," None of this is earthshaking, but Prince Caspian is a largely satisfying experience -- not too serious and not too silly with just the right 'wow' factor."
2," Much of the film's ''entertainment value'' rests on the sadistically outlandish performance of Dieter Laser, who's like Boris Karloff starring in a movie by Rainer Werner Fassbinder."
2," POTC: At World's End clocks in at more than 2 3/4 hours, but, unlike last year's bloated sequel, at least possesses some semblance of a destination, making it slightly more coherent -- if no less numbing during the protracted finale."
0," Bitter, ugly and painful to watch. Given the choice between a repeated bludgeoning with a tire iron and sitting through Observe and Report, go with the tire iron, you'll feel better when it's over."
2, Miss Sharon Jones! is a refreshing take on a documentary sub-genre that has seen growing abundance in recent years.
2," An enjoyable, frequently funny comedy-drama with terrific performances from Sandler and Rogen, but it's also way too long and the first half is much stronger than the second."
0," Offensive, amateurish and should be avoided, then forgotten. Who's the Daddy? Who cares?"
2, The beginning [is] brilliant. [Full Review in Spanish] 
0," Me, I would rather have enjoyed a big breakfast."
0," The filmmaker's ham-fisted attempts to supply some socio-political relevance to such intractable material finally lands him in a deeper, murkier swamp..."
2," Berlin Syndrome is like one of those '90s high concept thrillers, where the perfect guy turns out to be bad. Only its a lot more raw and grimy than those polished studio movies of that decade."
0, This is one of the worst movies of the year -- maybe the worst.
0," You can't help but reflect that Sacha Baron Cohen squeezed more out of his recent agitprop stunts, or wish for the narrower focus of a documentary like Sabaah Folayan's Whose Streets?"
0, Watching this film is like paying a visit to a schoolmate who never got tired of joy buzzers and whoopee cushions.
2," It is little more than a reminder, as if one was needed, that Homer is still crazy after all these years and that The Simpsons are a still-reliable laundry line for stupid sight gags and one-liners."
0," I never thought I'd say this about a Joel Schumacher project, but this thing could use some neon."
0, so far fetched that I couldn't swallow the story
2," For those who like their movies wrapped in a tight bow, you're not going to get it here."
0," There's a whole lot of digging, but not much suspense or interest dug up in ""The Dig."""
2, This film contains the best Batman theme song...ever.
0," Too good for action, its action is flaccid; too good for hip, its hipsterism is tired."
0, Uneven origin story is disappointing; expect some violence.
2," Gripping while it lasts, but will be hard to remember in the morning."
0, While it provides a succinct and straightforward history lesson ... Studio 54 never quite moves past the glitz and the glamour.
0," Time and again, good material is introduced and discarded."
2," This film is inventive, fascinating and endearing but also sketch-lite, a trifle dull in colour-muting 3D and emotionally detached."
2, Arterton carries it along with her charisma and her subtle emoting elevates a film that too often plumps for the obvious.
2," Themes we can relate to -- familial embarrassments, the stultification of the working class, [...] the importance of having a sense of humor -- are so beautifully relayed by Ade's graceful hand."
0," Streep in her black bonnet and Hoffman with his meticulously parted hair and long, clean fingernails are never quite believable."
2, The feel-good film of the year and one that reminds the world to be kind to one another. 
0," Lifetime's Whitney Houston biopic was confusingly bland, and we're not happy about it."
0," That final act keeps the film from reaching the pedestal on which the original is placed, but you could do a lot worse than a reunion of Burgundy and friends this holiday season."
2," Although each Jurassic movie is fated to essentially repeat the same idea-oh no, dinosaurs!-this new era has come up with ways to surprise, terrify, and inspire, which is enough to keep the heart of the franchise beating."
0," Directed without much imagination, P2 is gory and gruesome, yet never scary or affecting."
2," This movie isn't about dreaming, it's about the dreams inside of the dreams inside of the dreams. It's about how many layers there are to the human psyche, how the demons which haunt our subconscious can inflict a very conscious harm."
0, THE NECESSARY DEATH OF CHARLIE COUNTRYMAN is the unnecessary death of a potentially good movie.
0," I found the plot slow and while sometimes I can get through that, the character arcs weren't there either to really draw me back in."
0," Despite the filmmakers' best intentions, Only the Brave, which is expanded from former Boston Herald reporter Sean Flynn's GQ article, emerges as inert drama as we ever so slowly journey to that awful end."
0, I urgently advise hospitals: Do not make the DVD available to your patients; there may be an outbreak of bedpans thrown at TV screens.
2," The cast is uniformly good - this is a hallmark of director Jason Reitman, who has an uncanny ability to put the right actor in the right role and to get the right performance. Even tiny roles stand out."
2," Tightly scripted, good old-fashioned crime drama pitting two of our finest actors against each other in the courtroom. Not one computer effect or clichéd one-liner to be found."
2," Unseen for 35 years, its spectacle is undimmed, and you can pick many highlights."
2," In exploring the power of myth to inspire men to fight, it aspires to be something more than just a lot of guys clanging swords, shields, and clubs. "
2," Again, totally preaching to the choir (of which I'm obviously part), so I'm not sure what the intent is here. All I know is I liked it."
2," Its vivid sense of place and time make it compulsively watchable, even at a running time of two and a half hours."
2," Miles Ahead is nothing anyone's going to fall in love with, but something interesting in its approach to stroke your goatee to, like those jazz albums you pretend to like."
0," Reygadas' gift for imagery is undeniable, but for most viewers, Battle in Heaven will offer not enlightenment but frustration."
2," And while falling well short of rational proof, the story does raise intriguing questions about the fundamental nature of faith, questions that have puzzled mankind for centuries."
2, The movie has a zippy script by Audrey Wells ... as well as a supersized order of funny supporting characters.
2, ...ultimately fits comfortably within the pantheon of above-average body-switching comedies.
0," Like many recent entries to Neeson's canon, The Commuter is fairly involving until it comes time to explain what's going on."
2, Barry Jenkins' adaptation of the James Baldwin novel is so beautiful it hurts.
2," Sure, this is a slightly different mythology, but it's impossible to engage in a story that can't surprise us. Fortunately, the rom-com subplot is thoroughly involving."
0," The story is both unwieldy and nonsensical, spending, as it does, far too much time on the annoying Ukrainian, complicated plot twists and dialogue."
0," Cranston and Hart ... do everything they can to find charm, but they're trying to make a pie from rotten fruit. The Upside never should've been made."
2," Watchable comedy enlivened by likeable performances from all four leads, but it's neither as emotionally engaging nor as laugh-out-loud funny as it thinks it is, and the script is entirely predictable."
0, Here's a movie that could easily have been dialogue-free. And probably would have been better for it.
0, Osmosis is missing a spark.
2, Herzog brings 3D to the art-house documentary crowd
0," About halfway through the film, I realized I would be way more interested in a film about the making of Human Centipede 3 than I was in Human Centipede 3. But I don't want to give Six any ideas."
2," (W)hen Tommy Lee Jones...tells how funny his roommate, Al Gore, was, is asked for specifics, and gives them totally deadpan, I was laughing uncontrollably."
2," While the technology is a dampener and the plotting burdensome, Flying Swords has enough charm and pizzazz to merit a good time at the movies."
0," The fleeting moments of wit, subtlety, inventiveness and visual flair only clear the low bar of making this slightly more tolerable than ""I, Frankenstein"" -which similarly defiled a classic character in the futile hope for a fertile franchise."
0, This is a dangerous slice of propaganda that actually has the temerity to end with a family unit walking arm-in-arm into a rosy sunset. 
0," This ribald romp, thanks to its unrelenting violence, ultimately outstays its welcome."
2, The audience in my theater cheered and hollered after each show stopper.
2, Barber's overabundance of language and logos - her insistence on the artificiality and constructedness of the Scientist's natural environs - positions the jungle as a space of subconscious play rather than a lost paradise.
0, Let's all come together and hope to God that nothing as degrading as this garbage is released as a theatrical feature or published as a book ever again.
2, This coolly beautiful film is both a superior thriller and an engrossing study of a sociopath's progress.
2, The Wall packs a surprisingly savage punch by boiling the exploits of battle down to its essential elements.
2, An old-fashioned Disney fairy tale gussied up in 3D for the holidays.
2, Hollywood filmmakers are no slouches these days when it comes to subverting or sending-up fairy-tale conventions. But Kenneth Branagh does something much more daring. He plays things straight.
0, To view it is to keep a mental checklist of all the films in which we've previously encountered these same tropes.
0," That's the problem with all of ""Vision Quest"" -- when the movie ends with Louden narrating off-screen his ""live for today"" philosophy, it's plausible in his mouth, a joke for adults."
2, Bill Murray goes Bing Crosby in this hipster holiday classic. 
2," As the journey comes to an end, it's hard as a movie buff to think of anything on the movie horizon that could be more exciting and well-executed than ""Return of the King."" "
2," A movie in which many f*cks are spoken, but few given."
2, Savour one of cinema's rawest talents finally powerslamming his way to glory and be grateful that Aronofsky dragged himself off the ropes on countless occasions to convince the money men to finance the movie with such a seemingly unbankable lead actor.
0," By adhering to coming-of-age formula and relying on plot contrivances, it downplays the internal struggles of its closeted protagonist, and thus reduces the emotional impact."
2," A smart, super raunchy comedy with cast chemistry that's through the roof. Kay Cannon makes her feature directorial debut with a film that boasts a winning ratio of laughs and heart."
2," All in all, A Monster Calls is a highly satisfying film."
0," The film almost overwhelms the audience with information, throwing out so many facts and figures, and so much footage, that it's all hard to process."
0," Messy and disconnected, not scary but not really funny, and nearly completely uninteresting."
0, There's a lot to like in this movie. This is why it's such a shame that the whole thing was ruined by a few minutes of footage.
2," Sinks its teeth into the undead basics, and yet still manages to carve out its own territory rather than mindlessly following the masses."
2," Decide for yourself what ""Slacker Uprising"" is and what the rewards were, if any; I had a real love-hate relationship with it..."
0," If there's one thing these early-20-somethings don't deserve, it's sympathy..."
0," Weak, boring docudrama lacks heart: nostalgia lovers only."
2," Though I completely understand the thought process behind the decision, there simply isn't enough action in ""Part 2"" to justify a separate movie. "
2," There is a clear clarity to every performance from start to finish, from Roberts all the way down. "
2," Like most British realist dramas, When Did You Last See Your Father? is stuffed with team-player acting."
2," sick, twisted, and guaranteed to leave you numb, or nauseous, or both"
0," Not that it matters but it was horrible. Zsa Zsa Gabor wigs, 99%u023C Store makeup, and overall lousy filmmaking. Disney vampires without teeth or lust %u2023 is this really what pre-teens want?"
2," Well-crafted, wellintentioned and well, just a tad dull, Redford's radical-chic-road-trip will appeal to the Senior Railcard crowd."
2," Best of all is Parker, the perfect melancholy romantic hero, brooding and dark, yet touching and sentimental."
2," There won't be a faster, more furious movie this year. "
2," Fey's combination of deadpan delivery, comic timing and deep sympathy for all things goofy keeps the narrative part of the film swinging from scene to scene in nimble fashion, but it's the monkeys who rule this kingdom."
0," [Vikander] invests herself in Lara Croft, and the filmmakers, unlike the ones Jolie got saddled with, frame her with awe rather than lust. Now if only they could bring some of that awe to the tombs..."
2, Ballsy filmmaking.
0, ... neither particularly fantastic nor adventurous.
0," Similar to the scenario of the original picture, it's a band of grizzled soldier types who battle the alien menaces. Missing, however, is a formidable leading-man presence in the Schwarzenegger mold."
2," Thought-provoking and unnerving, emotionally engaging and intellectually stimulating."
0," The Girl From Monaco doesn't seem to know whether it wants to be a sprightly sex comedy or an enigmatic little thriller. Unfortunately, it's neither very funny nor very thrilling."
0," The filmmakers' determination to make a naughty teen comedy based on deception (and Nathaniel Hawthorne) is undone by age-blind miscasting, a heavy hand and an overall misjudged tone."
2, Get Low has all the modest pleasures of a well-told tale.
2, Luther is the textbook radical: he acts out what his contemporaries merely profess.
0," Even the handful of good ideas that the movie works aren't enough to compensate for its overall formulaic, repetitive, chase-and-fight approach."
2," My Friend Dahmer feels very much authentic to its time and its protagonist, who is destined to be the worst kind of antagonist."
2," A bit manipulative, but Divide and Conquer: The Story of Roger Ailes is a timely portrait of institutionalized sexual harassment at Fox News."
0, I've never played the game. Hopefully it's more fun. 
0, A forgettable comedy that shoul've been better written. [Full review in Spanish]
0," The kind of careful, listless adaptation that makes a critic want to rave at length about the wonderful novel on which it's based."
2, A movie brimming with beautiful people and beautiful scenery; there's a contagious enthusiasm as this movie whirs through the sights and sounds of Barcelona.
2," Clooney had a great year, and his stellar work here is the capper."
0," Wildly inconsistent in tone, it is impossible to know whether the film aspires to comedy; it's certainly not funny."
2, A date that begins with the salacious movie Exterminating Angels is likely to end up either in bed or in court.
2," Greek doesn't quite know when to stop, and things aren't brought to a particularly satisfying resolution. But Brand does a nice job adding a few dramatic shadings to his character, a pleasant surprise. And Hill is outstanding."
2, The film is both the last great gasp of '60s hippie ethos and the first masterpiece of what would become an increasingly technocratic '80s movie-house takeover. 
2," It is Fassbender, in dual roles, who is the real focus of the movie, and he is the best he's been in years-perverse, haunted, magnetic, touching and unique."
2," The Simpsons Movie gives us much of what we love about the characters, and if there is not enough of some of them, there is something of most of them."
0, It's a fairly standard murder mystery with some good acting and an ending that comes out of nowhere.
0," Too intent to cement her as an idol, And Still I Rise just won't let stories tell the whole picture."
0," In a word, ugly. It just pips Halloween: The Curse of Michael Myers (aka Halloween 6) to the title of worst Halloween film ever."
2," Simmers intently beneath a veneer of cool propriety, just as its subject herself did...a richly textured expression of its maker's distinctive voice, in the processing capturing Dickinson's as well."
0," It pretends to be hungry like the wolf, yet it ends up doing the safety dance."
0, Both silly and preachy.
2," Damon's rarely been better as a seemingly normal guy who you never really get a handle on, but the light-toned narrative could certainly be snappier."
0," ... flat characters, flat animation, a bland rock soundtrack ... Titan A.E. might as well be Titanic A.E. (as in, the ship that sunk, not the movie that scored.)"
2, It's all so godd---ed beautiful. I love these movies.
2," My Blind Brother explores this unconventional dynamic with gentle humor and a refreshing amount of sensitivity, brushing up against the more cringe-worthy aspects of its premise without reveling in them."
0," It takes an extraordinary amount of patience to tolerate this picture, and an even greater suppression of basic survival logic to enjoy it."
2, It's interesting to note that Poekel sold Christmas trees for five years to get the money to finance the film.
0," Park Chul-soo directs a film about love, growing up, and a doubtful, to say the least, S. Korean law. However, there is no deep analysis, as the focus is on entertainment, rather than context with the steamy sex scenes take a large part of its duration"
2," Not only one of the best films of 2009, but one of the best gay-themed films ever...The most authentically detailed period film since 2002's ""Far from Heaven"""
2," Harkens back to the initial days of the oughties spoof craze, when screenwriters actually lampooned film genres rather than whatever the hell happened to catch their eye on YouTube as they sought inspiration."
0," While Assassin's Creed is by no means the worst movie based on a video game -- it's not even the worst released this year -- it's not a very good movie, either."
2," There is redemption in the chemistry between the two lead characters, their passions and complexity, as well as in the grace of the music as it is performed and how it is used."
0," Unfortunately, the film's script... is far too creaky to make the most of the men's run-ins, while the all too obviously fake computer-generated effects suck the tension out of the showdowns between ship and beast."
2, ... Matteo Garrone's Gomorrah grabs you with a strong sense of visual expressiveness and never ceases to let go... 
2," At once familiar and sui generis, specific and universal, it thoroughly reworks what could have been a thumb-twiddling family saga into something unique and gutting."
0," Despite the talents of Jacques Perrin and Jacques Cluzaud -- the Oscar-nominated duo behind Winged Migration, who once again contribute their amazing, in-the-midst-of photography -- the most striking thing about Oceans is its banality."
2," Ruiz's final film is one of the cinema's grandest, most graceful farewells to life."
2," 'The Drop' has a most unexpected yet satisfying third act. Characters, schemes and back stories converge with a bang."
0," This road picture's many detours, the stuff that should be right in Linklater's wheelhouse, mostly feel, well, like vexing delays."
0, I'm not sure they're even trying anymore.
0," The comedy, for all its scenes of giddy wonder, never gets past Tommy's mask of mystery; avoiding speculation and investigation, it stays on the surface of his public and private shtick, leaving little more than a trail of amusing anecdotes."
2," Snow and Bautista deliver serviceable performances, and glimmers of humour give welcome relief in this darkly moody tale."
0, 'Fallen Kingdom' is a cliché-ridden succession of useless and superfluous expository and hoary dialogue interspersed with formulaic sequences of narrow escapes and close calls.
0, This sequel is almost as adorable as its predecessor. [Full Review in Spanish]
0," The movie's an epic, but that's just a nice way of saying it's boring and lasts forever."
0," Despite a great cast and an interesting premise, Proof feels more like an outline for a movie than the real thing."
2," GENIUS! Of some sort, anyway."
0," More business than artful execution. Director J.J. Abrams just isn't a natural born storyteller, all high notes and no rhythm. "
2, Two and a quarter hours of lycanthropic hokum with fun moments.
0, It wants to break new ground but lacks the ability to think outside of the box.
0," Operating in a middle-ground register that's defined by its bland safeness, he sturdily shoulders the weight of the chaotic material...in a role that demands greatness, he is, in a word, okay."
2," Stylized, slightly surreal, perhaps overdosing with flimsy whimsy"
0," When you take a close look at Fifty Shades of Grey, it becomes painfully clear that it's basically a plethora of sex scenes strung together with a bare minimum of support. "
2," As relentless as its sixty five-year-old lead actor and eager to entertain, logic be damned."
2," The potshots are broad and extremely offensive, but also droll and consistently wicked."
0," The ""last song""? In all conscience, that should really have been Billy Ray's Achy Breaky Heart in a brooding minor key. You'll feel the ache and hear the break."
0, It's difficult to find specific faults with the picture's construction when so much of it doesn't work.
2," Slick and stylish, Elysium shines like the space station at its core - and feels as sterile and generic, too."
2," ""I need you to be patient with this story,"" a key character says to young Ben, and it's good advice for those of us in the audience as well."
2, A superior suburban chick flick.
0," Well-intentioned but lacking filmic zip, it'd fly better on the box."
2," The World Is Not Enough is a splendid comic thriller, exciting and graceful, endlessly inventive."
2, The film based on La Morte D'Arthur by Thomas Malory does actually remind one of passages from that novel. Poetic.
0," Though it looks good and sounds better, Tintin is frustrating to watch."
0," Flaming arrows, spears, and knives have no problem finding their way to the back of a mouth. The profanity is delightful. And the general atmosphere is grim. The movie just isn't terribly inspired."
2, A tough and intense crime thriller. James Caan gives one of his finest performances.
0," Fluffed satirical targets, a shortfall of required rom-com charm, cheap gags and a thoroughly unpleasant 'hero' situate How To Lose Friends several floors below the desired Apartment-esque heights."
0," I did like the performances, even though Blanchett was a bit stagey. However, with this paper thin storyline that is overly drawn out, I did not care about the fate of the two main characters and the whole thing left me emotionally cold."
2," A little baroque in its presentation, this is nevertheless a pungent and hard-hitting look at the events across Arabia in December 2020."
2," More peril, action in sweet but unsurprising sequel. "
0," This is a remarkably bonkers example of Hollywood schmaltz. It's so glossy and gooey, it makes Forrest Gump look like Fight Club."
0, An irredeemably transparent version of Speed.
0," Pure sitcom fluff, a silly story about a romantic triangle [in which] wit, charm, style and comic timing are all absent."
2," No matter what you make of this strangely enthralling movie, Zama will take you on a trip in which Martel serves as a remorseless, insightful guide."
2," Writer-director Andrew Bujalski has capitalized on the lo-fi triumph of oddball subculture that was Computer Chess, adding budget and stars without compromising tone or intelligence."
2, It's stupid. It's in bad taste. It impossible. I know all that. But Rogen's instinct to try anything for giggles and sticking it to dictatorial assholes is worth fighting for. Screw Kim if he can't take a joke. 
0," You will find many many many movies to hate more than Grudge Match, but it isn't very good either."
0," A gloomy, turgid bore...Radcliffe should have brought along Harry's wand and wished [it] away--or at least off his resume."
0, Inventive and endearing in places but ultimately an unsatisfying mix of slow plotting and superficial characterisation.
0, Playing for Keeps doesn't play with a full deck.
0," The trouble with Proof is that, however efficiently it completes its task, you have to ask whether the job was worth starting."
0, Grab-bag references to comedy entertainment glory give Going in Style a soothing veneer but never cheer its hollow centre.
2," They have written a story about likable people whom we care about, which allows genuine sweetness to coexist with the bawdy scenes and vulgar dialogue."
2," Light, brisk, fun, daring, then an awesome bridge crash scene! Then it's down hill from there. Still, just barely above average."
0, At the end of the story the young men rebel against discipline and use the stock cars to attack and destroy many of the wooden buildings in the town. I looked for symbolism here and failed to find it.
2," Instead of being a generic horror or psychological thriller, The Gift is a superior drama with a plethora of thrilling moments. "
2," As with the original, Dench, Smith, Nighy and the rest of the standout senior ensemble cast are a joy to watch and the setting, gorgeously lensed by cinematographer Ben Smithard, will have more than one person staring wistfully at their suitcases ..."
2," The best Hirsch's film can do, in the end, is remind us that bullying means more than we admit, and its effects aren't always immediately clear, even to loved ones."
2," There are some who will claim this documentary is ghoulish. I think haunting is a better word, as you fathom what the music world would have been like had he lived."
0," Compared to the shorter and more to the point original, the expanded Frankenweenie is padded and less focused, meandering from a simple path of what was a clever parody/homage."
2, The new Let Me In does more than merely preserve the original's mood; it actually improves on it.
0," If Anomalisa fails, it's because it Michael can't quite bring himself to relate to anyone else on earth."
0, Ultra-gory slasher remake isn't for kids.
0," Weak comedy about teen, despot has language, sexuality."
2," The LEGO Movie 2 isn't quite as funny or as brilliantly executed as the original, but it's an ambitious, likable sequel."
0," Haggis [has] padded the film out with more action, but every extra minute makes the film an extra bit implausible."
0," Jim Carrey and Jeff Daniels were loveable idiots when they first played Lloyd and Harry in 2994, but now they're older, none the wiser and needlessly abrasive, which takes the fun out of their stupid antics."
0," I'm not trying to be condescending here, since this is much more of a kids' film than the original. There is just much less entertainment value than before for anyone over the age of ten. "
2, A thoroughly frightening study in how to do a tried-and-true formula proud.
2," It's frustrating to spend six hours with a film and still feel like you're missing something. Even if he shrugs his shoulders about where it all leads, Gomes is among the very few filmmakers compelling enough to follow down that kind of rabbit hole."
0," Lacking a single memorable joke or striking image, First Class is as perfunctory and passionless as would-be franchise resurrections get."
2," Katie isn't an easy watch, to be sure, but it's very well executed and deeply felt. And it's always a joy to see a film where the director is so obviously in love with his lead character."
2," Queen And Country is a fitting, intimate curtain call on a long and a hugely dynamic and influential film career."
2," Although the script is aimed at the youngest members of the audience, adults will find much to admire in the simply astonishing footage gathered over four years in tracking this amazing species."
0, A musical romance about tying beats-per-minute techno music to a dancer's heartbeat. It flatines. 
0," Blitz is lost here, flailing with terrible scenes, trying to make something meaningful stick with stillborn material and a dead-eyed cast. "
2, The power to turn a so-so script into a half-decent movie with nothing but one's own acting prowess and personal magnetism is a mighty power indeed.
2, Overall North Country is too self-consciously scaled as an anthem for the human spirit. We can spot where this movie is headed right from the beginning.
2," An austere and delicate examination of the ways in which a likable family falters under pressure and struggles, with ambiguous results, to renew itself."
0," Wherever you fall, it's safe to say viewers can at least agree that it's unapologetically crude and that Ryan Reynolds once again proves he is the perfect choice to play the titular anti-hero."
0," Smith's staging, composition, editing and humor mark him as utterly incompetent."
0," What's worst about the film is how it appropriates its main character's noncommittal selfishness to support its own quaint, anti-establishment themes."
2, The performances are terrific. I just felt she was sort of retreading this celebrity thing a bit.
2, Romantic comedies have been a bit of a dying breed in recent years. Perhaps that's why it's so delightful to see The Holiday tucked amidst all the war and gore at the cineplex.
0," An intense, wildly uneven psychodrama...Winter Brothers has elements of deadpan comedy but is only truly engaging in fits and starts. "
2," What's different [to Jurassic World] is that this entry into the series has a desire to build its own future, its own timeline of events from amongst all the references and mythos and sly nods to the previous films."
0," Good news for those who missed the Spanish zombie horror [REC] when it opened here a few months back. Here comes the inevitable fast-tracked Hollywood remake, which covers the same ground without the burden of all those subtitled hysterics."
2," ""Never Goin' Back"" is happily silly and low-down and willing to indulge in gross humor, while presenting a story about friendship and about the consequences of growing up with no money or prospects."
0," While it features some pleasing tech credits and an engaged cast, the effort swings too wildly from sensitivity to slapstick, resulting in a disagreeably disorienting viewing experience. "
